orderIdentifier,orderLineNumber,orderType,product.partNumber,shipFromInstructionLocation.locationIdentifier,shipToLocation.locationIdentifier,status,createdDate,requestedShipDate,requestedDeliveryDate,plannedShipDate,plannedDeliveryDate,quantity,quantityUnits,productValue,value,valueCurrency,shipmentCount
100044351,300,OUTBOUND,PS-SL-INFO,LT-1,AHTD - Bentonville,,2021-06-08T00:00:00,2021-07-08T00:00:00,2021-07-15T00:00:00,2021-07-08T00:00:00,2021-07-15T00:00:00,68,EA,0,0,USD,
100044352,100,OUTBOUND,PS-SL-F342,LT-1,AHTD - Bentonville,,2021-06-08T00:00:00,2021-07-08T00:00:00,2021-07-15T00:00:00,2021-07-08T00:00:00,2021-07-15T00:00:00,74,EA,1250,92500,USD,
100044352,200,OUTBOUND,PS-SL-KIT,LT-1,AHTD - Bentonville,,2021-06-08T00:00:00,2021-07-08T00:00:00,2021-07-15T00:00:00,2021-07-08T00:00:00,2021-07-15T00:00:00,74,EA,0,0,USD,
100044352,300,OUTBOUND,PS-SL-INFO,LT-1,AHTD - Bentonville,,2021-06-08T00:00:00,2021-07-08T00:00:00,2021-07-15T00:00:00,2021-07-08T00:00:00,2021-07-15T00:00:00,74,EA,0,0,USD,
100044353,100,OUTBOUND,PS-SL-A123,LT-1,AHTD - Bentonville,,2021-06-08T00:00:00,2021-07-13T00:00:00,2021-07-30T00:00:00,2021-07-23T00:00:00,2021-07-30T00:00:00,212,EA,1250,265000,USD,
100044353,200,OUTBOUND,PS-SL-KIT,LT-1,AHTD - Bentonville,,2021-06-08T00:00:00,2021-07-13T00:00:00,2021-07-30T00:00:00,2021-07-23T00:00:00,2021-07-30T00:00:00,212,EA,0,0,USD,
100044353,300,OUTBOUND,PS-SL-INFO,LT-1,AHTD - Bentonville,,2021-06-08T00:00:00,2021-07-13T00:00:00,2021-07-30T00:00:00,2021-07-23T00:00:00,2021-07-30T00:00:00,212,EA,0,0,USD,
100044354,100,OUTBOUND,PS-SL-A288,LT-1,AHTD - Bentonville,,2021-06-08T00:00:00,2021-06-30T00:00:00,2021-07-07T00:00:00,2021-06-30T00:00:00,2021-07-07T00:00:00,208,EA,1250,260000,USD,
100044354,200,OUTBOUND,PS-SL-KIT,LT-1,AHTD - Bentonville,,2021-06-08T00:00:00,2021-06-30T00:00:00,2021-07-07T00:00:00,2021-06-30T00:00:00,2021-07-07T00:00:00,208,EA,0,0,USD,
100044354,300,OUTBOUND,PS-SL-INFO,LT-1,AHTD - Bentonville,,2021-06-08T00:00:00,2021-06-30T00:00:00,2021-07-07T00:00:00,2021-06-30T00:00:00,2021-07-07T00:00:00,208,EA,0,0,USD,
100044355,100,OUTBOUND,PS-SL-A287,LT-1,AHTD - Bentonville,,2021-06-08T00:00:00,2021-06-30T00:00:00,2021-07-07T00:00:00,2021-06-30T00:00:00,2021-07-07T00:00:00,400,EA,1250,500000,USD,
100044355,200,OUTBOUND,PS-SL-KIT,LT-1,AHTD - Bentonville,,2021-06-08T00:00:00,2021-06-30T00:00:00,2021-07-07T00:00:00,2021-06-30T00:00:00,2021-07-07T00:00:00,400,EA,0,0,USD,
100044355,300,OUTBOUND,PS-SL-INFO,LT-1,AHTD - Bentonville,,2021-06-08T00:00:00,2021-06-30T00:00:00,2021-07-07T00:00:00,2021-06-30T00:00:00,2021-07-07T00:00:00,400,EA,0,0,USD,
100055000,100,OUTBOUND,CO-CO-M328,LT-2,CALTRAN - San Diego,,2021-07-20T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,92,EA,125,11500,USD,
100055000,200,OUTBOUND,CO-DL-T316,LT-2,CALTRAN - San Diego,,2021-07-20T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,88,EA,55,4840,USD,
100055000,300,OUTBOUND,CO-DL-A239,LT-2,CALTRAN - San Diego,,2021-07-20T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,78,EA,48,3744,USD,
100055001,100,OUTBOUND,CO-AM-S185,LT-2,AHTD - Bentonville,,2021-07-11T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,57,EA,289,16473,USD,
100055001,200,OUTBOUND,CO-AM-S393,LT-2,AHTD - Bentonville,,2021-07-11T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,96,EA,183,17568,USD,
100055001,300,OUTBOUND,CO-AM-S185,LT-2,AHTD - Bentonville,,2021-07-11T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,88,EA,289,25432,USD,
100055002,100,OUTBOUND,CO-AM-S393,LT-2,CALTRAN - San Diego,,2021-07-07T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,96,EA,183,17568,USD,
100055002,200,OUTBOUND,CO-CO-M328,LT-2,CALTRAN - San Diego,,2021-07-07T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,68,EA,125,8500,USD,
100055002,300,OUTBOUND,CO-DL-T316,LT-2,CALTRAN - San Diego,,2021-07-07T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,55,EA,55,3025,USD,
100055003,100,OUTBOUND,CO-DL-A239,LT-2,AHTD - Bentonville,,2021-07-20T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,76,EA,48,3648,USD,
100055003,200,OUTBOUND,CO-AM-S185,LT-2,AHTD - Bentonville,,2021-07-20T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,92,EA,289,26588,USD,
100055003,300,OUTBOUND,CO-AM-S393,LT-2,AHTD - Bentonville,,2021-07-20T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,94,EA,183,17202,USD,
100055004,100,OUTBOUND,CO-AM-S185,LT-2,QPWD - Ville de Québec,,2021-07-11T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,,,79,EA,289,22831,USD,
100055004,200,OUTBOUND,CO-AM-S393,LT-2,QPWD - Ville de Québec,,2021-07-11T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,,,84,EA,183,15372,USD,
100055004,300,OUTBOUND,CO-CO-M328,LT-2,QPWD - Ville de Québec,,2021-07-11T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,,,54,EA,125,6750,USD,
100055005,100,OUTBOUND,CO-DL-T316,LT-2,CALTRAN - San Diego,,2021-07-07T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,95,EA,55,5225,USD,
100055005,200,OUTBOUND,CO-DL-A239,LT-2,CALTRAN - San Diego,,2021-07-07T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,94,EA,48,4512,USD,
100055005,300,OUTBOUND,CO-DL-A230,LT-2,CALTRAN - San Diego,,2021-07-07T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,98,EA,51,4998,USD,
100055006,100,OUTBOUND,CO-RD-I380,LT-2,COLA - Los Alamos,,2021-07-20T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,61,EA,78,4758,USD,
100055006,200,OUTBOUND,CO-RD-S282,LT-2,COLA - Los Alamos,,2021-07-20T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,53,EA,88,4664,USD,
100055006,300,OUTBOUND,CO-RD-R296,LT-2,COLA - Los Alamos,,2021-07-20T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,98,EA,93,9114,USD,
100055007,100,OUTBOUND,CO-AM-S393,LT-2,CALTRAN - San Diego,,2021-07-11T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,88,EA,183,16104,USD,
100055007,200,OUTBOUND,CO-AM-S185,LT-2,CALTRAN - San Diego,,2021-07-11T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,64,EA,289,18496,USD,
100055007,300,OUTBOUND,CO-AM-S393,LT-2,CALTRAN - San Diego,,2021-07-11T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,80,EA,183,14640,USD,
100055008,100,OUTBOUND,CO-CO-M328,LT-2,COLA - Los Alamos,,2021-07-07T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,81,EA,125,10125,USD,
100055008,200,OUTBOUND,CO-DL-T316,LT-2,COLA - Los Alamos,,2021-07-07T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,99,EA,55,5445,USD,
100055008,300,OUTBOUND,CO-DL-A239,LT-2,COLA - Los Alamos,,2021-07-07T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,77,EA,48,3696,USD,
100055009,100,OUTBOUND,CO-AM-S185,LT-2,CALTRAN - San Diego,,2021-07-07T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,78,EA,289,22542,USD,
100055009,200,OUTBOUND,CO-AM-S393,LT-2,CALTRAN - San Diego,,2021-07-07T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,93,EA,183,17019,USD,
100055009,300,OUTBOUND,CO-AM-S185,LT-2,CALTRAN - San Diego,,2021-07-07T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,80,EA,289,23120,USD,
100055010,100,OUTBOUND,CO-AM-S393,LT-2,FAA - Washington,,2021-07-20T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,59,EA,183,10797,USD,
100055010,200,OUTBOUND,CO-CO-M328,LT-2,FAA - Washington,,2021-07-20T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,91,EA,125,11375,USD,
100055010,300,OUTBOUND,CO-DL-T316,LT-2,FAA - Washington,,2021-07-20T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,63,EA,55,3465,USD,
100055010,400,OUTBOUND,CO-CO-M328,LT-2,FAA - Washington,,2021-07-20T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,76,EA,125,9500,USD,
100055011,100,OUTBOUND,CO-DL-T316,LT-2,QPWD - Ville de Québec,,2021-07-11T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,61,EA,55,3355,USD,
100055011,200,OUTBOUND,CO-DL-A239,LT-2,QPWD - Ville de Québec,,2021-07-11T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,75,EA,48,3600,USD,
100055011,300,OUTBOUND,CO-AM-S185,LT-2,QPWD - Ville de Québec,,2021-07-11T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,56,EA,289,16184,USD,
100055011,400,OUTBOUND,CO-DL-T316,LT-2,QPWD - Ville de Québec,,2021-07-11T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,2021-08-10T00:00:00,2021-08-18T00:00:00,76,EA,55,4180,USD,
1000066000,100,INBOUND,CO-AM-S185,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,350,EA,289,101150,USD,
1000066000,200,INBOUND,CO-AM-S393,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,350,EA,183,64050,USD,
1000066000,300,INBOUND,CO-CO-M328,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,350,EA,125,43750,USD,
1000066000,400,INBOUND,CO-DL-A230,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,350,EA,51,17850,USD,
1000066001,100,INBOUND,CO-AM-S185,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,2021-08-16T00:00:00,2021-08-19T00:00:00,350,EA,289,101150,USD,
1000066001,200,INBOUND,CO-AM-S393,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,350,EA,183,64050,USD,
1000066001,300,INBOUND,CO-CO-M328,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,350,EA,125,43750,USD,
1000066001,400,INBOUND,CO-DL-A230,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,350,EA,51,17850,USD,
1000066002,100,INBOUND,CO-AM-S185,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,350,EA,289,101150,USD,
1000066002,200,INBOUND,CO-AM-S393,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,350,EA,183,64050,USD,
1000066002,300,INBOUND,CO-CO-M328,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,350,EA,125,43750,USD,
1000066002,400,INBOUND,CO-DL-A230,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,350,EA,51,17850,USD,
1000066003,100,INBOUND,CO-AM-S185,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-09-03T00:00:00,2021-09-06T00:00:00,2021-09-03T00:00:00,2021-09-06T00:00:00,350,EA,289,101150,USD,
1000066003,200,INBOUND,CO-AM-S393,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-09-03T00:00:00,2021-09-06T00:00:00,2021-09-03T00:00:00,2021-09-06T00:00:00,350,EA,183,64050,USD,
1000066003,300,INBOUND,CO-CO-M328,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-09-03T00:00:00,2021-09-06T00:00:00,2021-09-03T00:00:00,2021-09-06T00:00:00,350,EA,125,43750,USD,
1000066003,400,INBOUND,CO-DL-A230,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-09-03T00:00:00,2021-09-06T00:00:00,2021-09-03T00:00:00,2021-09-06T00:00:00,350,EA,51,17850,USD,
1000066004,100,INBOUND,CO-AM-S185,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-09-13T00:00:00,2021-09-16T00:00:00,2021-09-09T00:00:00,2021-09-12T00:00:00,350,EA,289,101150,USD,
1000066004,200,INBOUND,CO-AM-S393,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-09-13T00:00:00,2021-09-16T00:00:00,2021-09-09T00:00:00,2021-09-12T00:00:00,350,EA,183,64050,USD,
1000066004,300,INBOUND,CO-CO-M328,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-09-13T00:00:00,2021-09-16T00:00:00,2021-09-13T00:00:00,2021-09-16T00:00:00,350,EA,125,43750,USD,
1000066004,400,INBOUND,CO-DL-A230,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-09-13T00:00:00,2021-09-16T00:00:00,2021-09-13T00:00:00,2021-09-16T00:00:00,350,EA,51,17850,USD,
1000066005,100,INBOUND,CO-AM-S185,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,350,EA,289,101150,USD,
1000066005,200,INBOUND,CO-AM-S393,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,350,EA,183,64050,USD,
1000066005,300,INBOUND,CO-CO-M328,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,350,EA,125,43750,USD,
1000066005,400,INBOUND,CO-DL-A230,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,350,EA,51,17850,USD,
1000066006,100,INBOUND,CO-DL-T316,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,350,EA,55,19250,USD,
1000066006,200,INBOUND,CO-RD-I380,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,350,EA,78,27300,USD,
1000066006,300,INBOUND,CO-RD-R296,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,350,EA,93,32550,USD,
1000066006,400,INBOUND,CO-RD-S282,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,350,EA,88,30800,USD,
1000066007,100,INBOUND,CO-DL-T316,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,350,EA,55,19250,USD,
1000066007,200,INBOUND,CO-RD-I380,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,350,EA,78,27300,USD,
1000066007,300,INBOUND,CO-RD-R296,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,350,EA,93,32550,USD,
1000066007,400,INBOUND,CO-RD-S282,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,350,EA,88,30800,USD,
1000066008,100,INBOUND,CO-DL-T316,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,350,EA,55,19250,USD,
1000066008,200,INBOUND,CO-RD-I380,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,350,EA,78,27300,USD,
1000066008,300,INBOUND,CO-RD-R296,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,350,EA,93,32550,USD,
1000066008,400,INBOUND,CO-RD-S282,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,350,EA,88,30800,USD,
