orderIdentifier,orderLineNumber,orderType,product.partNumber,shipFromInstructionLocation.locationIdentifier,shipToLocation.locationIdentifier,status,createdDate,requestedShipDate,requestedDeliveryDate,plannedShipDate,plannedDeliveryDate,quantity,quantityUnits,productValue,value,valueCurrency,shipmentCount
1000066009,100,INBOUND,CO-DL-T316,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-09-03T00:00:00,2021-09-06T00:00:00,2021-09-04T00:00:00,2021-09-07T00:00:00,350,EA,55,19250,USD,
1000066009,200,INBOUND,CO-RD-I380,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-09-03T00:00:00,2021-09-06T00:00:00,2021-09-04T00:00:00,2021-09-07T00:00:00,350,EA,78,27300,USD,
1000066009,300,INBOUND,CO-RD-R296,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-09-03T00:00:00,2021-09-06T00:00:00,2021-09-04T00:00:00,2021-09-07T00:00:00,350,EA,93,32550,USD,
1000066009,400,INBOUND,CO-RD-S282,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-09-03T00:00:00,2021-09-06T00:00:00,2021-09-04T00:00:00,2021-09-07T00:00:00,350,EA,88,30800,USD,
1000066010,100,INBOUND,CO-DL-T316,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-09-13T00:00:00,2021-09-16T00:00:00,2021-09-13T00:00:00,2021-09-16T00:00:00,350,EA,55,19250,USD,
1000066010,200,INBOUND,CO-RD-I380,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-09-13T00:00:00,2021-09-16T00:00:00,2021-09-13T00:00:00,2021-09-16T00:00:00,350,EA,78,27300,USD,
1000066010,300,INBOUND,CO-RD-R296,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-09-13T00:00:00,2021-09-16T00:00:00,2021-09-13T00:00:00,2021-09-16T00:00:00,350,EA,93,32550,USD,
1000066010,400,INBOUND,CO-RD-S282,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-09-13T00:00:00,2021-09-16T00:00:00,2021-09-13T00:00:00,2021-09-16T00:00:00,350,EA,88,30800,USD,
1000066011,100,INBOUND,CO-DL-T316,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,350,EA,55,19250,USD,
1000066011,200,INBOUND,CO-RD-I380,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,350,EA,78,27300,USD,
1000066011,300,INBOUND,CO-RD-R296,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,350,EA,93,32550,USD,
1000066011,400,INBOUND,CO-RD-S282,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,350,EA,88,30800,USD,
1000567200,100,INBOUND,9665306,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,3,960,USD,
1000567204,100,INBOUND,23000362,Alumi-lux - Nashua,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,455,56420,USD,
1000567205,100,INBOUND,23000362,Alumi-lux - Nashua,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,455,145600,USD,
1000567207,100,INBOUND,7900014,EM - Hemphill,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,19,2356,USD,
1000567209,100,INBOUND,7900012,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,5,1600,USD,
1000567210,100,INBOUND,7903986,McGrey - Mt Sterling,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,990,316800,USD,
1000567212,100,INBOUND,83008200,Flexilux - Worcester,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,34,EA,2398,81532,USD,
1000567212,200,INBOUND,83008200,Flexilux - Worcester,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-17T00:00:00,2021-07-19T00:00:00,22,EA,2398,52756,USD,
1000567213,100,INBOUND,9665306,Interalloy - Bozeman,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,56,EA,3,168,USD,
1000567215,100,INBOUND,23000362,Alumi-lux - Nashua,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,,44,EA,455,20020,USD,
1000567217,100,INBOUND,7900014,EM - Hemphill,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-24T00:00:00,,44,EA,19,836,USD,
1000567218,100,INBOUND,2510188,Mueller - Pittsburgh,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,412,51088,USD,
1000567227,100,INBOUND,9665306,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,3,960,USD,
1000567228,100,INBOUND,86000124,Amos - Philadelphia,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,55,17600,USD,
1000567229,100,INBOUND,81603030,Thermal - Cincinnati,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,55,6820,USD,
1000567230,100,INBOUND,29000469,SilverOptics - Dover,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-24T00:00:00,2021-06-28T00:00:00,124,EA,108,13392,USD,
1000567231,100,INBOUND,39000224,LightLens - Ipswich ,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,203,64960,USD,
1000567232,100,INBOUND,81028220,Gemini - Dallas,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,122,15128,USD,
1000567234,100,INBOUND,86000123,Amos - Philadelphia,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,,44,EA,55,2420,USD,
1000567238,100,INBOUND,7900015,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-30T00:00:00,2021-07-04T00:00:00,124,EA,3,372,USD,
1000567240,100,INBOUND,7900012,Interalloy - Bozeman,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-24T00:00:00,,18,EA,5,90,USD,
1000567240,200,INBOUND,7900012,Interalloy - Bozeman,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,,26,EA,5,130,USD,
1000567241,100,INBOUND,86000121,Amos - Philadelphia,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,56,EA,55,3080,USD,
1000567242,100,INBOUND,9665303,Luminar - Palm Beach Gardens,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,950,117800,USD,
1000567244,100,INBOUND,7900014,EM - Hemphill,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,56,EA,19,1064,USD,
1000567248,100,INBOUND,82500380,SA - Loretto,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,512,EA,350,179200,USD,
1000567251,100,INBOUND,29000469,SilverOptics - Dover,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,,,44,EA,108,4752,USD,
1000567254,100,INBOUND,83600300,Brewers - Phoenix,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,512,EA,1456,745472,USD,
1000567255,100,INBOUND,7900128,Ripley - Trenton,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,56,EA,320,17920,USD,
1000567256,100,INBOUND,83008400,Flexilux - Worcester,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,5530,1769600,USD,
1000567257,100,INBOUND,83008300,Flexilux - Worcester,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,4592,569408,USD,
1000567259,100,INBOUND,8210677,RLP - Troy,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,189,60480,USD,
1000567261,100,INBOUND,23000362,Alumi-lux - Nashua,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,455,145600,USD,
1000567262,100,INBOUND,7900012,Interalloy - Bozeman,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,512,EA,5,2560,USD,
1000567264,100,INBOUND,82500380,Ripley - Trenton,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,,,44,EA,350,15400,USD,
1000567266,100,INBOUND,7900063,F & M - Columbus,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-25T00:00:00,2021-06-29T00:00:00,320,EA,50,16000,USD,
1000567268,100,INBOUND,7900014,EM - Hemphill,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,512,EA,19,9728,USD,
1000567274,100,INBOUND,39000224,LightLens - Ipswich ,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,203,64960,USD,
1000567276,100,INBOUND,83008400,Flexilux - Worcester,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,5530,1769600,USD,
1000567278,100,INBOUND,83600200,Brewers - Phoenix,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,1287,411840,USD,
1000567279,100,INBOUND,9665306,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,3,372,USD,
1000567283,100,INBOUND,81028220,Gemini - Dallas,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-07-01T00:00:00,320,EA,122,39040,USD,
1000567286,100,INBOUND,83600200,Brewers - Phoenix,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,,44,EA,1287,56628,USD,
1000567287,100,INBOUND,2510188,Mueller - Pittsburgh,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,512,EA,412,210944,USD,
1000567291,100,INBOUND,7900063,F & M - Columbus,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,50,16000,USD,
1000567292,100,INBOUND,9664147,Total Source - Waukesha,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,976,312320,USD,
1000567294,100,INBOUND,23000362,Alumi-lux - Nashua,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-14T00:00:00,75,EA,455,34125,USD,
1000567295,100,INBOUND,9664144,Hardy - Salina,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,64,EA,24,1536,USD,
1000567295,200,INBOUND,9664144,Hardy - Salina,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-25T00:00:00,2021-06-27T00:00:00,256,EA,24,6144,USD,
1000567296,100,INBOUND,81603030,Thermal - Cincinnati,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,25,EA,55,1375,USD,
1000567296,200,INBOUND,81603030,Thermal - Cincinnati,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-25T00:00:00,2021-06-27T00:00:00,99,EA,55,5445,USD,
1000567306,100,INBOUND,7900015,Interalloy - Bozeman,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,512,EA,3,1536,USD,
1000567308,100,INBOUND,7900015,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,3,372,USD,
1000567310,100,INBOUND,7900063,F & M - Columbus,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,56,EA,50,2800,USD,
1000567311,100,INBOUND,9664144,Hardy - Salina,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-06T00:00:00,2021-07-10T00:00:00,75,EA,24,1800,USD,
1000567312,100,INBOUND,7900014,EM - Hemphill,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,19,2356,USD,
1000567313,100,INBOUND,7900063,F & M - Columbus,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,512,EA,50,25600,USD,
1000567314,100,INBOUND,9664147,Total Source - Waukesha,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,976,121024,USD,
1000567315,100,INBOUND,29000469,SilverOptics - Dover,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,108,34560,USD,
1000567318,100,INBOUND,7900012,Interalloy - Bozeman,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,56,EA,5,280,USD,
1000567319,100,INBOUND,81028220,Gemini - Dallas,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,122,39040,USD,
1000567320,100,INBOUND,83600300,Brewers - Phoenix,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,56,EA,1456,81536,USD,
1000567321,100,INBOUND,83600200,Brewers - Phoenix,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,1287,411840,USD,
1000567323,100,INBOUND,45000222,R&J - Vancouver,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-06T00:00:00,2021-07-10T00:00:00,75,EA,774,58050,USD,
1000567324,100,INBOUND,2530003,McGrey - Mt Sterling,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-06T00:00:00,2021-07-10T00:00:00,75,EA,1290,96750,USD,
1000567325,100,INBOUND,7900128,Ripley - Trenton,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,512,EA,320,163840,USD,
1000567326,100,INBOUND,2510188,Mueller - Pittsburgh,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-06T00:00:00,2021-07-10T00:00:00,75,EA,412,30900,USD,
1000567327,100,INBOUND,9665304,Mueller - Pittsburgh,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,422,135040,USD,
1000567332,100,INBOUND,29000469,SilverOptics - Dover,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,108,13392,USD,
1000567334,100,INBOUND,83600200,Brewers - Phoenix,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-06T00:00:00,2021-07-10T00:00:00,75,EA,1287,96525,USD,
1000567335,100,INBOUND,39000221,LightLens - Ipswich ,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-29T00:00:00,2021-07-03T00:00:00,512,EA,190,97280,USD,
1000567336,100,INBOUND,8220072,McGrey - Mt Sterling,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,1452,180048,USD,
1000567338,100,INBOUND,29000462,SilverOptics - Dover,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,512,EA,95,48640,USD,
1000567340,100,INBOUND,23000362,Alumi-lux - Nashua,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-17T00:00:00,2021-07-21T00:00:00,56,EA,455,25480,USD,
1000567342,100,INBOUND,2510188,Mueller - Pittsburgh,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,56,EA,412,23072,USD,
1000567346,100,INBOUND,7900015,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,3,960,USD,
1000567349,100,INBOUND,9665304,Mueller - Pittsburgh,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-06T00:00:00,2021-07-10T00:00:00,75,EA,422,31650,USD,
