orderIdentifier,orderLineNumber,orderType,product.partNumber,shipFromInstructionLocation.locationIdentifier,shipToLocation.locationIdentifier,status,createdDate,requestedShipDate,requestedDeliveryDate,plannedShipDate,plannedDeliveryDate,quantity,quantityUnits,productValue,value,valueCurrency,shipmentCount
1000567350,100,INBOUND,89820200,Flexilux - Worcester,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,,44,EA,2349,103356,USD,
1000567351,100,INBOUND,9664147,Total Source - Waukesha,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,976,121024,USD,
1000567353,100,INBOUND,9665304,Mueller - Pittsburgh,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,,18,EA,422,7596,USD,
1000567353,200,INBOUND,9665304,Mueller - Pittsburgh,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-24T00:00:00,,26,EA,422,10972,USD,
1000567356,100,INBOUND,81028220,Gemini - Dallas,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,56,EA,122,6832,USD,
1000567363,100,INBOUND,39000224,LightLens - Ipswich ,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,,44,EA,203,8932,USD,
1000567364,100,INBOUND,9665304,Mueller - Pittsburgh,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,422,135040,USD,
1000567365,100,INBOUND,7900063,F & M - Columbus,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-06T00:00:00,2021-07-10T00:00:00,75,EA,50,3750,USD,
1000567367,100,INBOUND,7900012,Interalloy - Bozeman,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-06T00:00:00,2021-07-10T00:00:00,75,EA,5,375,USD,
1000567369,100,INBOUND,89820200,Flexilux - Worcester,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-06T00:00:00,2021-07-10T00:00:00,75,EA,2349,176175,USD,
1000567370,100,INBOUND,29000462,SilverOptics - Dover,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,56,EA,95,5320,USD,
1000567371,100,INBOUND,9665304,Mueller - Pittsburgh,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,422,52328,USD,
1000567374,100,INBOUND,7900014,EM - Hemphill,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,19,6080,USD,
1000567376,100,INBOUND,82500380,Ripley - Trenton,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,32,EA,350,11200,USD,
1000567376,200,INBOUND,82500380,Ripley - Trenton,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-25T00:00:00,2021-06-27T00:00:00,288,EA,350,100800,USD,
1000567378,100,INBOUND,7900012,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,5,620,USD,
1000567382,100,INBOUND,39000224,LightLens - Ipswich ,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-06T00:00:00,2021-07-10T00:00:00,75,EA,203,15225,USD,
1000567383,100,INBOUND,9665306,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-25T00:00:00,2021-06-29T00:00:00,124,EA,3,372,USD,
1000567387,100,INBOUND,9664144,Hardy - Salina,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,24,2976,USD,
1000567388,100,INBOUND,9664146,Total Source - Waukesha,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,512,EA,1032,528384,USD,
1000567391,100,INBOUND,39000221,LightLens - Ipswich ,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-25T00:00:00,56,EA,190,10640,USD,
1000567392,100,INBOUND,81028220,Gemini - Dallas,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,122,15128,USD,
1000567394,100,INBOUND,7900014,EM - Hemphill,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-06T00:00:00,2021-07-10T00:00:00,75,EA,19,1425,USD,
1000567397,100,INBOUND,9665304,Mueller - Pittsburgh,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,422,52328,USD,
1000567399,100,INBOUND,2510188,Mueller - Pittsburgh,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,412,131840,USD,
1000567402,100,INBOUND,23000362,Alumi-lux - Nashua,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,512,EA,455,232960,USD,
1000567403,100,INBOUND,2510188,Mueller - Pittsburgh,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,,44,EA,412,18128,USD,
1000567405,100,INBOUND,7900015,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,3,960,USD,
1000567407,100,INBOUND,81028220,Gemini - Dallas,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,512,EA,122,62464,USD,
1000567409,100,INBOUND,9664146,Total Source - Waukesha,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,56,EA,1032,57792,USD,
1000567411,100,INBOUND,7900015,Interalloy - Bozeman,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-24T00:00:00,,44,EA,3,132,USD,
1000567414,100,INBOUND,86000123,Amos - Philadelphia,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-06T00:00:00,2021-07-10T00:00:00,75,EA,55,4125,USD,
1000567415,100,INBOUND,8210677,RLP - Troy,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,189,60480,USD,
1000567416,100,INBOUND,7900012,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,5,1600,USD,
1000567417,100,INBOUND,9664144,Hardy - Salina,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,24,2976,USD,
1000567418,100,INBOUND,23000362,Alumi-lux - Nashua,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,455,56420,USD,
1000567419,100,INBOUND,39000224,LightLens - Ipswich ,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,203,25172,USD,
1000567420,100,INBOUND,81028220,Gemini - Dallas,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-06T00:00:00,2021-07-10T00:00:00,75,EA,122,9150,USD,
1000567421,100,INBOUND,2000287,RLP - Troy,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,512,EA,112,57344,USD,
1000567422,100,INBOUND,83008200,Flexilux - Worcester,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,512,EA,2398,1227776,USD,
1000567423,100,INBOUND,82500380,Ripley - Trenton,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,62,EA,350,21700,USD,
1000567423,200,INBOUND,82500380,Ripley - Trenton,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-25T00:00:00,2021-06-27T00:00:00,62,EA,350,21700,USD,
1000567424,100,INBOUND,83600200,Brewers - Phoenix,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,1287,159588,USD,
1000567425,100,INBOUND,29000469,SilverOptics - Dover,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,108,34560,USD,
1000567428,100,INBOUND,7900012,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,5,620,USD,
1000567429,100,INBOUND,45000222,R&J - Vancouver,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,,44,EA,774,34056,USD,
1000567430,100,INBOUND,82500380,Ripley - Trenton,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,128,EA,350,44800,USD,
1000567430,200,INBOUND,82500380,Ripley - Trenton,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-25T00:00:00,2021-06-27T00:00:00,192,EA,350,67200,USD,
1000567432,100,INBOUND,9665306,Interalloy - Bozeman,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-06T00:00:00,2021-07-10T00:00:00,75,EA,3,225,USD,
1000567434,100,INBOUND,86000124,Amos - Philadelphia,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,55,6820,USD,
1000567435,100,INBOUND,7900063,F & M - Columbus,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,,44,EA,50,2200,USD,
1000567437,100,INBOUND,2000287,RLP - Troy,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,56,EA,112,6272,USD,
1000567438,100,INBOUND,39000224,LightLens - Ipswich ,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,203,25172,USD,
1000567442,100,INBOUND,7900063,F & M - Columbus,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,50,6200,USD,
1000567443,100,INBOUND,9664145,Total Source - Waukesha,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-06T00:00:00,2021-07-10T00:00:00,75,EA,833,62475,USD,
1000567446,100,INBOUND,9665306,Interalloy - Bozeman,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,512,EA,3,1536,USD,
1000567448,100,INBOUND,86000121,Amos - Philadelphia,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-25T00:00:00,2021-06-29T00:00:00,512,EA,55,28160,USD,
1000567449,100,INBOUND,86000124,Amos - Philadelphia,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,55,6820,USD,
1000567450,100,INBOUND,9664145,Total Source - Waukesha,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,,44,EA,833,36652,USD,
1000567451,100,INBOUND,86000124,Amos - Philadelphia,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,55,17600,USD,
1000567459,100,INBOUND,2510188,Mueller - Pittsburgh,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,412,51088,USD,
1000567460,100,INBOUND,9664144,Hardy - Salina,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-24T00:00:00,,44,EA,24,1056,USD,
1000567461,100,INBOUND,81603000,Thermal - Cincinnati,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,55,17600,USD,
1000567462,100,INBOUND,81028220,Gemini - Dallas,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,,44,EA,122,5368,USD,
1000567463,100,INBOUND,29000469,SilverOptics - Dover,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-06T00:00:00,2021-07-10T00:00:00,75,EA,108,8100,USD,
1000567464,100,INBOUND,81603000,Thermal - Cincinnati,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,55,17600,USD,
1000567467,100,INBOUND,9664144,Hardy - Salina,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,512,EA,24,12288,USD,
1000567468,100,INBOUND,2510188,Mueller - Pittsburgh,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,412,131840,USD,
1000567470,100,INBOUND,7900015,Interalloy - Bozeman,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,56,EA,3,168,USD,
1000567471,100,INBOUND,2530020,McGrey - Mt Sterling,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-26T00:00:00,2021-06-30T00:00:00,512,EA,1180,604160,USD,
1000567473,100,INBOUND,8220072,McGrey - Mt Sterling,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,1452,180048,USD,
1000567474,100,INBOUND,7900015,Interalloy - Bozeman,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-06T00:00:00,2021-07-10T00:00:00,75,EA,3,225,USD,
1000567475,100,INBOUND,82500380,Ripley - Trenton,LT-1,,2021-06-29T00:00:00,2021-07-10T00:00:00,2021-07-10T00:00:00,2021-07-06T00:00:00,2021-07-10T00:00:00,75,EA,350,26250,USD,
1000567476,100,INBOUND,7900014,EM - Hemphill,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,19,6080,USD,
1000567477,100,INBOUND,9664144,Hardy - Salina,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,24,7680,USD,
1000567478,100,INBOUND,9664147,Total Source - Waukesha,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,976,312320,USD,
1000567479,100,INBOUND,82500380,SA - Loretto,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,56,EA,350,19600,USD,
1000567481,100,INBOUND,7903986,McGrey - Mt Sterling,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,990,316800,USD,
1000567482,100,INBOUND,9664144,Hardy - Salina,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-16T00:00:00,2021-07-18T00:00:00,56,EA,24,1344,USD,
1000567483,100,INBOUND,83600200,Brewers - Phoenix,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,1287,159588,USD,
1000567484,100,INBOUND,83008300,Flexilux - Worcester,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,4592,569408,USD,
1000567486,100,INBOUND,2530003,McGrey - Mt Sterling,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,,44,EA,1290,56760,USD,
1000567490,100,INBOUND,9665303,Luminar - Palm Beach Gardens,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,950,117800,USD,
1000567494,100,INBOUND,82500380,Ripley - Trenton,LT-1,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,350,43400,USD,
1000567495,100,INBOUND,7900063,F & M - Columbus,LT-2,,2021-06-16T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,50,6200,USD,
1000567497,100,INBOUND,9665306,Interalloy - Bozeman,LT-1,,2021-07-15T00:00:00,2021-07-26T00:00:00,2021-07-26T00:00:00,2021-07-21T00:00:00,,44,EA,3,132,USD,
1000567500,100,INBOUND,2530020,McGrey - Mt Sterling,LT-1,,2021-07-08T00:00:00,2021-07-19T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,56,EA,1180,66080,USD,
100044322,100,OUTBOUND,PS-SL-A287,LT-2,FAA - Washington,,2017-07-20T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,400,EA,1250,500000,USD,
100044322,200,OUTBOUND,PS-SL-KIT,LT-2,FAA - Washington,,2017-07-20T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,400,EA,0,0,USD,
100044322,300,OUTBOUND,PS-SL-INFO,LT-2,FAA - Washington,,2017-07-20T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,2021-08-11T00:00:00,2021-08-14T00:00:00,400,EA,0,0,USD,
