shipmentIdentifier,shipmentType,shipFromLocation.locationIdentifier,shipToLocation.locationIdentifier,vendor.organizationIdentifier,buyer.organizationIdentifier,carrier.organizationIdentifier,status,dateCreated,requestedTimeOfArrival,committedTimeOfArrival,actualShipDate,estimatedTimeOfArrival,revisedEstimatedTimeOfArrival,predictedTimeOfArrival,actualTimeOfArrival,lineCount,weight,weightUnits,currentLocationCoordinates,currentRegion,transportMode,houseAirwayBill,parcelTrackingNumber,airwayMasterNumber,billOfLadingNumber,proNumber,manifest,exclude,sourceLink
I9QAX1,INBOUND,Thermal - Cincinnati,LT-2,Thermal,LightTree,NatEx,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-29T00:00:00,2021-06-22T00:00:00,2021-06-29T00:00:00,,,2021-06-29T00:00:00,,,,,,Common Carrier,,1Z61566406245,,,,,,http://lighttree.com/I9QAX1
4D6XV3,INBOUND,Amos - Philadelphia,LT-2,Amos,LightTree,NatEx,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z66916635689,,,,,,http://lighttree.com/4D6XV3
7Z2D5S,INBOUND,Mueller - Pittsburgh,LT-2,Mueller,LightTree,Dunham,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z84855380152,,,,,,http://lighttree.com/7Z2D5S
A3YENL,INBOUND,Alumi-lux - Nashua,LT-2,Alumi-lux,LightTree,TransOceanic,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z40905045952,,,,,,http://lighttree.com/A3YENL
M0FCPA,INBOUND,Gemini - Dallas,LT-2,Gemini,LightTree,NatEx,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z26727337844,,,,,,http://lighttree.com/M0FCPA
973FIR,INBOUND,Mueller - Pittsburgh,LT-2,Mueller,LightTree,Dunham,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z97228647840,,,,,,http://lighttree.com/973FIR
CUPZ5U,INBOUND,LightLens - Ipswich ,LT-2,LightLens,LightTree,Dunham,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z73051707146,,,,,,http://lighttree.com/CUPZ5U
Y7MOKZ,INBOUND,Luminar - Palm Beach Gardens,LT-2,Luminar,LightTree,Dunham,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-25T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z13792687652,,,,,,http://lighttree.com/Y7MOKZ
2B73C9,INBOUND,EM - Hemphill,LT-2,EM,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z89561993624,,,,,,http://lighttree.com/2B73C9
4NJ8UK,INBOUND,Interalloy - Bozeman,LT-2,Interalloy,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z79609234312,,,,,,http://lighttree.com/4NJ8UK
55G1DB,INBOUND,Interalloy - Bozeman,LT-2,Interalloy,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z79679439255,,,,,,http://lighttree.com/55G1DB
H3PCI9,INBOUND,Hardy - Salina,LT-2,Hardy,LightTree,TransOceanic,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z61566406245,,,,,,http://lighttree.com/H3PCI9
ZZXTYM,INBOUND,Interalloy - Bozeman,LT-2,Interalloy,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z66916635689,,,,,,http://lighttree.com/ZZXTYM
6DQOKI,INBOUND,Flexilux - Worcester,LT-2,Flexilux,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z84855380152,,,,,,http://lighttree.com/6DQOKI
EGI6OK,INBOUND,McGrey - Mt Sterling,LT-2,McGrey,LightTree,AFX,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z40905045952,,,,,,http://lighttree.com/EGI6OK
QWFGRT,INBOUND,Brewers - Phoenix,LT-2,Brewers,LightTree,AFX,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z26727337844,,,,,,http://lighttree.com/QWFGRT
ZJT3WS,INBOUND,Total Source - Waukesha,LT-2,Total Source,LightTree,TransOceanic,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z97228647840,,,,,,http://lighttree.com/ZJT3WS
EFRJRZ,INBOUND,F & M - Columbus,LT-2,F & M,LightTree,NatEx,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-26T00:00:00,,,,,,Common Carrier,,1Z13792687652,,,,,,http://lighttree.com/EFRJRZ
5Q5V0J,INBOUND,SilverOptics - Dover,LT-2,SilverOptics,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z89561993624,,,,,,http://lighttree.com/5Q5V0J
7ZV8EK,INBOUND,Ripley - Trenton,LT-2,Ripley,LightTree,AFX,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z79609234312,,,,,,http://lighttree.com/7ZV8EK
7ZV8EL,INBOUND,Ripley - Trenton,LT-2,Ripley,LightTree,AFX,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-29T00:00:00,2021-06-25T00:00:00,2021-06-29T00:00:00,,,2021-06-29T00:00:00,,,,,,Common Carrier,,1Z79679439255,,,,,,http://lighttree.com/7ZV8EL
Y0F0H1,INBOUND,Thermal - Cincinnati,LT-2,Thermal,LightTree,NatEx,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z61566406245,,,,,,http://lighttree.com/Y0F0H1
Y30T49,INBOUND,Amos - Philadelphia,LT-2,Amos,LightTree,NatEx,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z66916635689,,,,,,http://lighttree.com/Y30T49
ASO95K,INBOUND,Mueller - Pittsburgh,LT-2,Mueller,LightTree,Dunham,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z84855380152,,,,,,http://lighttree.com/ASO95K
UKNVOM,INBOUND,Alumi-lux - Nashua,LT-2,Alumi-lux,LightTree,TransOceanic,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z40905045952,,,,,,http://lighttree.com/UKNVOM
ZY8L3E,INBOUND,Gemini - Dallas,LT-2,Gemini,LightTree,NatEx,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z26727337844,,,,,,http://lighttree.com/ZY8L3E
REYPGS,INBOUND,Mueller - Pittsburgh,LT-2,Mueller,LightTree,Dunham,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z97228647840,,,,,,http://lighttree.com/REYPGS
YFI6F7,INBOUND,LightLens - Ipswich ,LT-2,LightLens,LightTree,Dunham,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z73051707146,,,,,,http://lighttree.com/YFI6F7
32MRIP,INBOUND,RLP - Troy,LT-2,RLP,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z13792687652,,,,,,http://lighttree.com/32MRIP
R449WJ,INBOUND,EM - Hemphill,LT-2,EM,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z89561993624,,,,,,http://lighttree.com/R449WJ
LHR1AR,INBOUND,Interalloy - Bozeman,LT-2,Interalloy,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z79609234312,,,,,,http://lighttree.com/LHR1AR
UPIJ07,INBOUND,Interalloy - Bozeman,LT-2,Interalloy,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-28T00:00:00,,,,,,Common Carrier,,1Z79679439255,,,,,,http://lighttree.com/UPIJ07
0I262B,INBOUND,Hardy - Salina,LT-2,Hardy,LightTree,TransOceanic,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z61566406245,,,,,,http://lighttree.com/0I262B
0FBQ1N,INBOUND,Interalloy - Bozeman,LT-2,Interalloy,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z66916635689,,,,,,http://lighttree.com/0FBQ1N
PR0GPV,INBOUND,Flexilux - Worcester,LT-2,Flexilux,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z84855380152,,,,,,http://lighttree.com/PR0GPV
G4Y8MN,INBOUND,McGrey - Mt Sterling,LT-2,McGrey,LightTree,AFX,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z40905045952,,,,,,http://lighttree.com/G4Y8MN
MM0RMM,INBOUND,Brewers - Phoenix,LT-2,Brewers,LightTree,AFX,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z26727337844,,,,,,http://lighttree.com/MM0RMM
7T5KB3,INBOUND,Total Source - Waukesha,LT-2,Total Source,LightTree,TransOceanic,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z97228647840,,,,,,http://lighttree.com/7T5KB3
TS6OEK,INBOUND,F & M - Columbus,LT-2,F & M,LightTree,NatEx,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z13792687652,,,,,,http://lighttree.com/TS6OEK
B7JD31,INBOUND,SilverOptics - Dover,LT-2,SilverOptics,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z89561993624,,,,,,http://lighttree.com/B7JD31
9D7MHU,INBOUND,Ripley - Trenton,LT-2,Ripley,LightTree,AFX,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z79609234312,,,,,,http://lighttree.com/9D7MHU
9D7MHV,INBOUND,Ripley - Trenton,LT-2,Ripley,LightTree,AFX,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-29T00:00:00,2021-06-25T00:00:00,2021-06-29T00:00:00,,,2021-06-29T00:00:00,,,,,,Common Carrier,,1Z79679439255,,,,,,http://lighttree.com/9D7MHV
2IRMPA,INBOUND,Thermal - Cincinnati,LT-2,Thermal,LightTree,NatEx,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z61566406245,,,,,,http://lighttree.com/2IRMPA
ONUOBB,INBOUND,Amos - Philadelphia,LT-2,Amos,LightTree,NatEx,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z66916635689,,,,,,http://lighttree.com/ONUOBB
WZKLR3,INBOUND,Mueller - Pittsburgh,LT-2,Mueller,LightTree,Dunham,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z84855380152,,,,,,http://lighttree.com/WZKLR3
LA91HX,INBOUND,Alumi-lux - Nashua,LT-2,Alumi-lux,LightTree,TransOceanic,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z40905045952,,,,,,http://lighttree.com/LA91HX
VJA70K,INBOUND,Gemini - Dallas,LT-2,Gemini,LightTree,NatEx,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-07-01T00:00:00,2021-06-27T00:00:00,2021-07-01T00:00:00,,,2021-07-01T00:00:00,,,,,,Common Carrier,,1Z40905045952,,,,,,http://lighttree.com/VJA70K
NT5MFK,INBOUND,Mueller - Pittsburgh,LT-2,Mueller,LightTree,Dunham,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z26727337844,,,,,,http://lighttree.com/NT5MFK
36O46H,INBOUND,LightLens - Ipswich ,LT-2,LightLens,LightTree,Dunham,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-24T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z97228647840,,,,,,http://lighttree.com/36O46H
4Q9CS9,INBOUND,RLP - Troy,LT-2,RLP,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z13792687652,,,,,,http://lighttree.com/4Q9CS9
0JBLJR,INBOUND,EM - Hemphill,LT-2,EM,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z89561993624,,,,,,http://lighttree.com/0JBLJR
PICVTB,INBOUND,Interalloy - Bozeman,LT-2,Interalloy,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z79609234312,,,,,,http://lighttree.com/PICVTB
U35XGJ,INBOUND,Interalloy - Bozeman,LT-2,Interalloy,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z79679439255,,,,,,http://lighttree.com/U35XGJ
44IT2T,INBOUND,Hardy - Salina,LT-2,Hardy,LightTree,TransOceanic,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z61566406245,,,,,,http://lighttree.com/44IT2T
44IT2U,INBOUND,Hardy - Salina,LT-2,Hardy,LightTree,TransOceanic,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-29T00:00:00,2021-06-25T00:00:00,2021-06-29T00:00:00,,,2021-06-29T00:00:00,,,,,,Common Carrier,,1Z66916635689,,,,,,http://lighttree.com/44IT2U
PDSYEW,INBOUND,Interalloy - Bozeman,LT-2,Interalloy,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z84855380152,,,,,,http://lighttree.com/PDSYEW
ZQV8Q9,INBOUND,Flexilux - Worcester,LT-2,Flexilux,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-30T00:00:00,,,,,,Common Carrier,,1Z40905045952,,,,,,http://lighttree.com/ZQV8Q9
2GB5GW,INBOUND,McGrey - Mt Sterling,LT-2,McGrey,LightTree,AFX,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z26727337844,,,,,,http://lighttree.com/2GB5GW
E9WDEX,INBOUND,Brewers - Phoenix,LT-2,Brewers,LightTree,AFX,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z97228647840,,,,,,http://lighttree.com/E9WDEX
YH8EKK,INBOUND,Total Source - Waukesha,LT-2,Total Source,LightTree,TransOceanic,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z79679439255,,,,,,http://lighttree.com/YH8EKK
YLRWC5,INBOUND,F & M - Columbus,LT-2,F & M,LightTree,NatEx,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-29T00:00:00,2021-06-25T00:00:00,2021-06-29T00:00:00,,,2021-06-29T00:00:00,,,,,,Common Carrier,,1Z61566406245,,,,,,http://lighttree.com/YLRWC5
